0.00.210.201 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.210.407 W srv  llama_server: -----------------
0.00.210.409 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.210.409 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.210.409 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.210.409 W srv  llama_server: -----------------
0.00.211.580 I srv    load_model: loading model '/home/funboy/models/gguf/qwen38-flash-next-agenticrequant/trunk-q5k-00001-of-00003.gguf'
0.15.374.357 W read_raw_unsafe: Falling back to buffered IO due to Bad address
0.39.360.582 W read_raw_unsafe: Falling back to buffered IO due to Bad address
1.34.616.509 I cmn          init: llama threadpool init, n_threads = 16
1.35.299.148 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.35.299.183 W srv    load_model: LLAMA_TRACE = 1
1.35.308.167 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
1.35.308.219 I srv  llama_server: model loaded
1.35.308.224 I srv  llama_server: listening on http://127.0.0.1:18431
1.35.625.111 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
29.41.252.845 I slot print_timing: id  0 | task 48885 | n_gen =   1877, tg =  31.05 t/s, tg_3s =  30.62 t/s
29.44.254.500 I slot print_timing: id  0 | task 48885 | n_gen =   1969, tg =  31.03 t/s, tg_3s =  30.65 t/s
29.47.277.993 I slot print_timing: id  0 | task 48885 | n_gen =   2062, tg =  31.02 t/s, tg_3s =  30.76 t/s
29.50.306.046 I slot print_timing: id  0 | task 48885 | n_gen =   2155, tg =  31.01 t/s, tg_3s =  30.71 t/s
29.53.308.283 I slot print_timing: id  0 | task 48885 | n_gen =   2247, tg =  30.99 t/s, tg_3s =  30.64 t/s
29.56.334.869 I slot print_timing: id  0 | task 48885 | n_gen =   2340, tg =  30.98 t/s, tg_3s =  30.73 t/s
29.59.338.479 I slot print_timing: id  0 | task 48885 | n_gen =   2432, tg =  30.97 t/s, tg_3s =  30.63 t/s
30.02.339.507 I slot print_timing: id  0 | task 48885 | n_gen =   2524, tg =  30.96 t/s, tg_3s =  30.66 t/s
30.05.343.808 I slot print_timing: id  0 | task 48885 | n_gen =   2616, tg =  30.94 t/s, tg_3s =  30.62 t/s
30.08.352.333 I slot print_timing: id  0 | task 48885 | n_gen =   2708, tg =  30.93 t/s, tg_3s =  30.58 t/s
30.11.357.848 I slot print_timing: id  0 | task 48885 | n_gen =   2800, tg =  30.92 t/s, tg_3s =  30.61 t/s
30.14.361.383 I slot print_timing: id  0 | task 48885 | n_gen =   2892, tg =  30.91 t/s, tg_3s =  30.63 t/s
30.17.377.162 I slot print_timing: id  0 | task 48885 | n_gen =   2984, tg =  30.90 t/s, tg_3s =  30.51 t/s
30.20.384.103 I slot print_timing: id  0 | task 48885 | n_gen =   3076, tg =  30.89 t/s, tg_3s =  30.60 t/s
30.23.391.291 I slot print_timing: id  0 | task 48885 | n_gen =   3168, tg =  30.88 t/s, tg_3s =  30.59 t/s
30.26.411.492 I slot print_timing: id  0 | task 48885 | n_gen =   3260, tg =  30.87 t/s, tg_3s =  30.46 t/s
30.29.419.185 I slot print_timing: id  0 | task 48885 | n_gen =   3352, tg =  30.86 t/s, tg_3s =  30.59 t/s
30.32.435.622 I slot print_timing: id  0 | task 48885 | n_gen =   3444, tg =  30.85 t/s, tg_3s =  30.50 t/s
30.35.450.707 I slot print_timing: id  0 | task 48885 | n_gen =   3536, tg =  30.84 t/s, tg_3s =  30.51 t/s
30.38.464.378 I slot print_timing: id  0 | task 48885 | n_gen =   3628, tg =  30.83 t/s, tg_3s =  30.53 t/s
30.41.488.825 I slot print_timing: id  0 | task 48885 | n_gen =   3720, tg =  30.82 t/s, tg_3s =  30.42 t/s
30.44.502.123 I slot print_timing: id  0 | task 48885 | n_gen =   3812, tg =  30.82 t/s, tg_3s =  30.53 t/s
30.47.517.098 I slot print_timing: id  0 | task 48885 | n_gen =   3904, tg =  30.81 t/s, tg_3s =  30.51 t/s
30.50.548.693 I slot print_timing: id  0 | task 48885 | n_gen =   3996, tg =  30.80 t/s, tg_3s =  30.35 t/s
30.53.575.279 I slot print_timing: id  0 | task 48885 | n_gen =   4088, tg =  30.79 t/s, tg_3s =  30.40 t/s
30.53.838.352 I slot print_timing: id  0 | task 48885 | prompt eval time =    1736.74 ms /   656 tokens (    2.65 ms per token,   377.72 tokens per second)
30.53.838.354 I slot print_timing: id  0 | task 48885 |        eval time =  133000.67 ms /  4096 tokens (   32.48 ms per token,    30.79 tokens per second)
30.53.838.355 I slot print_timing: id  0 | task 48885 |       total time =  134737.41 ms /  4752 tokens
30.53.838.356 I slot print_timing: id  0 | task 48885 |    graphs reused =      52715
30.53.838.402 I slot      release: id  0 | task 48885 | stop processing: n_tokens = 4751, truncated = 0
30.53.859.910 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238331793378
30.53.946.577 I slot launch_slot_: id  0 | task 52983 | processing task, is_child = 0
30.59.365.526 I slot print_timing: id  0 | task 52983 | n_gen =    100, tg =  31.02 t/s, tg_3s =  31.33 t/s
31.02.372.071 I slot print_timing: id  0 | task 52983 | n_gen =    194, tg =  31.14 t/s, tg_3s =  31.27 t/s
31.05.382.514 I slot print_timing: id  0 | task 52983 | n_gen =    288, tg =  31.17 t/s, tg_3s =  31.22 t/s
31.08.400.709 I slot print_timing: id  0 | task 52983 | n_gen =    382, tg =  31.16 t/s, tg_3s =  31.14 t/s
31.11.418.847 I slot print_timing: id  0 | task 52983 | n_gen =    476, tg =  31.16 t/s, tg_3s =  31.15 t/s
31.14.441.110 I slot print_timing: id  0 | task 52983 | n_gen =    570, tg =  31.15 t/s, tg_3s =  31.10 t/s
31.17.463.443 I slot print_timing: id  0 | task 52983 | n_gen =    664, tg =  31.14 t/s, tg_3s =  31.10 t/s
31.20.486.189 I slot print_timing: id  0 | task 52983 | n_gen =    758, tg =  31.14 t/s, tg_3s =  31.10 t/s
31.23.488.116 I slot print_timing: id  0 | task 52983 | n_gen =    851, tg =  31.12 t/s, tg_3s =  30.98 t/s
31.26.491.603 I slot print_timing: id  0 | task 52983 | n_gen =    944, tg =  31.10 t/s, tg_3s =  30.96 t/s
31.29.495.603 I slot print_timing: id  0 | task 52983 | n_gen =   1037, tg =  31.09 t/s, tg_3s =  30.96 t/s
31.32.516.203 I slot print_timing: id  0 | task 52983 | n_gen =   1130, tg =  31.07 t/s, tg_3s =  30.79 t/s
31.35.538.485 I slot print_timing: id  0 | task 52983 | n_gen =   1223, tg =  31.04 t/s, tg_3s =  30.77 t/s
31.38.553.064 I slot print_timing: id  0 | task 52983 | n_gen =   1316, tg =  31.03 t/s, tg_3s =  30.85 t/s
31.41.585.528 I slot print_timing: id  0 | task 52983 | n_gen =   1409, tg =  31.01 t/s, tg_3s =  30.67 t/s
31.44.614.943 I slot print_timing: id  0 | task 52983 | n_gen =   1502, tg =  30.99 t/s, tg_3s =  30.70 t/s
31.47.618.794 I slot print_timing: id  0 | task 52983 | n_gen =   1594, tg =  30.97 t/s, tg_3s =  30.63 t/s
31.50.639.831 I slot print_timing: id  0 | task 52983 | n_gen =   1687, tg =  30.96 t/s, tg_3s =  30.78 t/s
31.53.664.056 I slot print_timing: id  0 | task 52983 | n_gen =   1780, tg =  30.94 t/s, tg_3s =  30.75 t/s
31.56.666.160 I slot print_timing: id  0 | task 52983 | n_gen =   1872, tg =  30.93 t/s, tg_3s =  30.65 t/s
31.59.693.599 I slot print_timing: id  0 | task 52983 | n_gen =   1965, tg =  30.92 t/s, tg_3s =  30.72 t/s
32.02.722.079 I slot print_timing: id  0 | task 52983 | n_gen =   2058, tg =  30.91 t/s, tg_3s =  30.71 t/s
32.05.729.308 I slot print_timing: id  0 | task 52983 | n_gen =   2150, tg =  30.90 t/s, tg_3s =  30.59 t/s
32.08.761.376 I slot print_timing: id  0 | task 52983 | n_gen =   2243, tg =  30.89 t/s, tg_3s =  30.67 t/s
32.11.793.914 I slot print_timing: id  0 | task 52983 | n_gen =   2336, tg =  30.88 t/s, tg_3s =  30.67 t/s
32.14.805.403 I slot print_timing: id  0 | task 52983 | n_gen =   2428, tg =  30.87 t/s, tg_3s =  30.55 t/s
32.17.810.676 I slot print_timing: id  0 | task 52983 | n_gen =   2520, tg =  30.86 t/s, tg_3s =  30.61 t/s
32.19.215.861 I slot print_timing: id  0 | task 52983 | prompt eval time =    2227.47 ms /   976 tokens (    2.28 ms per token,   438.16 tokens per second)
32.19.215.864 I slot print_timing: id  0 | task 52983 |        eval time =   83041.78 ms /  2563 tokens (   32.41 ms per token,    30.85 tokens per second)
32.19.215.865 I slot print_timing: id  0 | task 52983 |       total time =   85269.26 ms /  3539 tokens
32.19.215.866 I slot print_timing: id  0 | task 52983 |    graphs reused =      55266
32.19.215.938 I slot      release: id  0 | task 52983 | stop processing: n_tokens = 3538, truncated = 0
32.19.440.562 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238417170914
32.19.518.827 I slot launch_slot_: id  0 | task 55548 | processing task, is_child = 0
32.24.536.694 I slot print_timing: id  0 | task 55548 | n_gen =    100, tg =  31.08 t/s, tg_3s =  31.39 t/s
32.27.536.920 I slot print_timing: id  0 | task 55548 | n_gen =    194, tg =  31.20 t/s, tg_3s =  31.33 t/s
32.30.545.365 I slot print_timing: id  0 | task 55548 | n_gen =    288, tg =  31.22 t/s, tg_3s =  31.25 t/s
32.33.556.496 I slot print_timing: id  0 | task 55548 | n_gen =    382, tg =  31.22 t/s, tg_3s =  31.22 t/s
32.36.565.010 I slot print_timing: id  0 | task 55548 | n_gen =    476, tg =  31.22 t/s, tg_3s =  31.24 t/s
32.39.584.449 I slot print_timing: id  0 | task 55548 | n_gen =    570, tg =  31.21 t/s, tg_3s =  31.13 t/s
32.42.598.408 I slot print_timing: id  0 | task 55548 | n_gen =    664, tg =  31.20 t/s, tg_3s =  31.19 t/s
32.45.610.483 I slot print_timing: id  0 | task 55548 | n_gen =    758, tg =  31.20 t/s, tg_3s =  31.21 t/s
32.48.633.760 I slot print_timing: id  0 | task 55548 | n_gen =    852, tg =  31.19 t/s, tg_3s =  31.09 t/s
32.51.658.092 I slot print_timing: id  0 | task 55548 | n_gen =    946, tg =  31.18 t/s, tg_3s =  31.08 t/s
32.54.658.741 I slot print_timing: id  0 | task 55548 | n_gen =   1039, tg =  31.16 t/s, tg_3s =  30.99 t/s
32.57.660.343 I slot print_timing: id  0 | task 55548 | n_gen =   1132, tg =  31.15 t/s, tg_3s =  30.98 t/s
33.00.663.077 I slot print_timing: id  0 | task 55548 | n_gen =   1225, tg =  31.14 t/s, tg_3s =  30.97 t/s
33.03.680.748 I slot print_timing: id  0 | task 55548 | n_gen =   1318, tg =  31.11 t/s, tg_3s =  30.82 t/s
33.06.704.547 I slot print_timing: id  0 | task 55548 | n_gen =   1411, tg =  31.09 t/s, tg_3s =  30.76 t/s
33.09.724.824 I slot print_timing: id  0 | task 55548 | n_gen =   1504, tg =  31.07 t/s, tg_3s =  30.79 t/s
33.12.730.111 I slot print_timing: id  0 | task 55548 | n_gen =   1596, tg =  31.04 t/s, tg_3s =  30.61 t/s
33.15.733.496 I slot print_timing: id  0 | task 55548 | n_gen =   1688, tg =  31.02 t/s, tg_3s =  30.63 t/s
33.18.736.508 I slot print_timing: id  0 | task 55548 | n_gen =   1780, tg =  31.00 t/s, tg_3s =  30.64 t/s
33.20.468.225 I slot print_timing: id  0 | task 55548 | prompt eval time =    1832.35 ms /   756 tokens (    2.42 ms per token,   412.59 tokens per second)
33.20.468.229 I slot print_timing: id  0 | task 55548 |        eval time =   59117.02 ms /  1833 tokens (   32.27 ms per token,    30.99 tokens per second)
33.20.468.229 I slot print_timing: id  0 | task 55548 |       total time =   60949.37 ms /  2589 tokens
33.20.468.230 I slot print_timing: id  0 | task 55548 |    graphs reused =      57089
33.20.468.286 I slot      release: id  0 | task 55548 | stop processing: n_tokens = 2588, truncated = 0
33.20.493.671 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238478423261
33.20.566.502 I slot launch_slot_: id  0 | task 57383 | processing task, is_child = 0
33.24.664.313 I slot print_timing: id  0 | task 57383 | prompt processing, n_tokens =   2107, progress = 1.00, t =   4.10 s / 514.19 tokens per second
33.28.592.609 I slot print_timing: id  0 | task 57383 | n_gen =    100, tg =  28.32 t/s, tg_3s =  28.61 t/s
33.29.611.710 I slot print_timing: id  0 | task 57383 | prompt eval time =    4530.20 ms /  2111 tokens (    2.15 ms per token,   465.98 tokens per second)
33.29.611.713 I slot print_timing: id  0 | task 57383 |        eval time =    4514.98 ms /   128 tokens (   35.55 ms per token,    28.13 tokens per second)
33.29.611.714 I slot print_timing: id  0 | task 57383 |       total time =    9045.18 ms /  2239 tokens
33.29.611.715 I slot print_timing: id  0 | task 57383 |    graphs reused =      57215
33.29.611.815 I slot      release: id  0 | task 57383 | stop processing: n_tokens = 2238, truncated = 0
33.29.811.514 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.939
33.29.811.565 I slot launch_slot_: id  0 | task 57514 | processing task, is_child = 0
33.33.225.369 I slot print_timing: id  0 | task 57514 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.41 s / 599.93 tokens per second
33.37.164.347 I slot print_timing: id  0 | task 57514 | prompt processing, n_tokens =   4096, progress = 0.49, t =   7.35 s / 557.07 tokens per second
33.41.343.159 I slot print_timing: id  0 | task 57514 | prompt processing, n_tokens =   6144, progress = 0.74, t =  11.53 s / 532.80 tokens per second
33.42.413.882 I slot print_timing: id  0 | task 57514 | prompt processing, n_tokens =   6281, progress = 0.75, t =  12.60 s / 498.40 tokens per second
33.46.579.380 I slot print_timing: id  0 | task 57514 | prompt processing, n_tokens =   8325, progress = 1.00, t =  16.77 s / 496.49 tokens per second
33.50.616.758 I slot print_timing: id  0 | task 57514 | n_gen =    100, tg =  27.85 t/s, tg_3s =  28.13 t/s
33.51.626.733 I slot print_timing: id  0 | task 57514 | prompt eval time =   17250.76 ms /  8329 tokens (    2.07 ms per token,   482.82 tokens per second)
33.51.626.736 I slot print_timing: id  0 | task 57514 |        eval time =    4564.39 ms /   128 tokens (   35.94 ms per token,    27.82 tokens per second)
33.51.626.737 I slot print_timing: id  0 | task 57514 |       total time =   21815.15 ms /  8457 tokens
33.51.626.738 I slot print_timing: id  0 | task 57514 |    graphs reused =      57340
33.51.626.904 I slot      release: id  0 | task 57514 | stop processing: n_tokens = 8456, truncated = 0
33.51.709.920 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 0.249
33.51.839.248 I slot launch_slot_: id  0 | task 57648 | processing task, is_child = 0
33.55.814.528 I slot print_timing: id  0 | task 57648 | prompt processing, n_tokens =   2107, progress = 1.00, t =   3.98 s / 530.03 tokens per second
33.59.649.966 I slot print_timing: id  0 | task 57648 | n_gen =    100, tg =  29.07 t/s, tg_3s =  29.36 t/s
34.00.611.719 I slot print_timing: id  0 | task 57648 | prompt eval time =    4405.15 ms /  2111 tokens (    2.09 ms per token,   479.21 tokens per second)
34.00.611.720 I slot print_timing: id  0 | task 57648 |        eval time =    4367.30 ms /   128 tokens (   34.39 ms per token,    29.08 tokens per second)
34.00.611.721 I slot print_timing: id  0 | task 57648 |       total time =    8772.45 ms /  2239 tokens
34.00.611.722 I slot print_timing: id  0 | task 57648 |    graphs reused =      57466
34.00.611.804 I slot      release: id  0 | task 57648 | stop processing: n_tokens = 2238, truncated = 0
34.00.694.724 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.939
34.00.694.770 I slot launch_slot_: id  0 | task 57779 | processing task, is_child = 0
34.04.077.067 I slot print_timing: id  0 | task 57779 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.38 s / 605.52 tokens per second
34.08.000.092 I slot print_timing: id  0 | task 57779 | prompt processing, n_tokens =   4096, progress = 0.49, t =   7.31 s / 560.69 tokens per second
34.12.154.608 I slot print_timing: id  0 | task 57779 | prompt processing, n_tokens =   6144, progress = 0.74, t =  11.46 s / 536.14 tokens per second
34.13.219.099 I slot print_timing: id  0 | task 57779 | prompt processing, n_tokens =   6281, progress = 0.75, t =  12.52 s / 501.51 tokens per second
34.17.353.858 I slot print_timing: id  0 | task 57779 | prompt processing, n_tokens =   8325, progress = 1.00, t =  16.66 s / 499.73 tokens per second
34.21.396.092 I slot print_timing: id  0 | task 57779 | n_gen =    100, tg =  27.81 t/s, tg_3s =  28.09 t/s
34.22.409.991 I slot print_timing: id  0 | task 57779 | prompt eval time =   17140.91 ms /  8329 tokens (    2.06 ms per token,   485.91 tokens per second)
34.22.409.994 I slot print_timing: id  0 | task 57779 |        eval time =    4574.29 ms /   128 tokens (   36.02 ms per token,    27.76 tokens per second)
34.22.409.995 I slot print_timing: id  0 | task 57779 |       total time =   21715.20 ms /  8457 tokens
34.22.409.996 I slot print_timing: id  0 | task 57779 |    graphs reused =      57591
34.22.410.170 I slot      release: id  0 | task 57779 | stop processing: n_tokens = 8456, truncated = 0
34.22.473.159 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 0.249
34.22.473.576 I slot launch_slot_: id  0 | task 57913 | processing task, is_child = 0
34.26.480.500 I slot print_timing: id  0 | task 57913 | prompt processing, n_tokens =   2107, progress = 1.00, t =   4.01 s / 525.85 tokens per second
34.30.370.135 I slot print_timing: id  0 | task 57913 | n_gen =    100, tg =  28.64 t/s, tg_3s =  28.93 t/s
34.31.385.457 I slot print_timing: id  0 | task 57913 | prompt eval time =    4439.69 ms /  2111 tokens (    2.10 ms per token,   475.48 tokens per second)
34.31.385.460 I slot print_timing: id  0 | task 57913 |        eval time =    4472.17 ms /   128 tokens (   35.21 ms per token,    28.40 tokens per second)
34.31.385.461 I slot print_timing: id  0 | task 57913 |       total time =    8911.86 ms /  2239 tokens
34.31.385.462 I slot print_timing: id  0 | task 57913 |    graphs reused =      57717
34.31.385.567 I slot      release: id  0 | task 57913 | stop processing: n_tokens = 2238, truncated = 0
34.31.405.653 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.939
34.31.405.681 I slot launch_slot_: id  0 | task 58044 | processing task, is_child = 0
34.34.824.235 I slot print_timing: id  0 | task 58044 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.42 s / 599.09 tokens per second
34.38.757.346 I slot print_timing: id  0 | task 58044 | prompt processing, n_tokens =   4096, progress = 0.49, t =   7.35 s / 557.16 tokens per second
34.42.916.688 I slot print_timing: id  0 | task 58044 | prompt processing, n_tokens =   6144, progress = 0.74, t =  11.51 s / 533.75 tokens per second
34.43.985.329 I slot print_timing: id  0 | task 58044 | prompt processing, n_tokens =   6281, progress = 0.75, t =  12.58 s / 499.30 tokens per second
34.48.122.532 I slot print_timing: id  0 | task 58044 | prompt processing, n_tokens =   8325, progress = 1.00, t =  16.72 s / 498.00 tokens per second
34.52.151.084 I slot print_timing: id  0 | task 58044 | n_gen =    100, tg =  27.92 t/s, tg_3s =  28.20 t/s
34.53.163.353 I slot print_timing: id  0 | task 58044 | prompt eval time =   17199.13 ms /  8329 tokens (    2.06 ms per token,   484.27 tokens per second)
34.53.163.355 I slot print_timing: id  0 | task 58044 |        eval time =    4558.53 ms /   128 tokens (   35.89 ms per token,    27.86 tokens per second)
34.53.163.356 I slot print_timing: id  0 | task 58044 |       total time =   21757.66 ms /  8457 tokens
34.53.163.357 I slot print_timing: id  0 | task 58044 |    graphs reused =      57842
34.53.163.522 I slot      release: id  0 | task 58044 | stop processing: n_tokens = 8456, truncated = 0
34.53.345.369 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 0.249
34.53.345.778 I slot launch_slot_: id  0 | task 58178 | processing task, is_child = 0
34.57.328.772 I slot print_timing: id  0 | task 58178 | prompt processing, n_tokens =   2107, progress = 1.00, t =   3.98 s / 529.01 tokens per second
35.01.182.013 I slot print_timing: id  0 | task 58178 | n_gen =    100, tg =  28.93 t/s, tg_3s =  29.22 t/s
35.02.137.245 I slot print_timing: id  0 | task 58178 | prompt eval time =    4413.58 ms /  2111 tokens (    2.09 ms per token,   478.30 tokens per second)
35.02.137.247 I slot print_timing: id  0 | task 58178 |        eval time =    4377.88 ms /   128 tokens (   34.47 ms per token,    29.01 tokens per second)
35.02.137.248 I slot print_timing: id  0 | task 58178 |       total time =    8791.45 ms /  2239 tokens
35.02.137.249 I slot print_timing: id  0 | task 58178 |    graphs reused =      57968
35.02.137.331 I slot      release: id  0 | task 58178 | stop processing: n_tokens = 2238, truncated = 0
35.02.196.378 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.939
35.02.196.435 I slot launch_slot_: id  0 | task 58309 | processing task, is_child = 0
35.05.572.669 I slot print_timing: id  0 | task 58309 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.38 s / 606.60 tokens per second
35.09.498.654 I slot print_timing: id  0 | task 58309 | prompt processing, n_tokens =   4096, progress = 0.49, t =   7.30 s / 560.93 tokens per second
35.13.646.390 I slot print_timing: id  0 | task 58309 | prompt processing, n_tokens =   6144, progress = 0.74, t =  11.45 s / 536.60 tokens per second
35.14.723.658 I slot print_timing: id  0 | task 58309 | prompt processing, n_tokens =   6281, progress = 0.75, t =  12.53 s / 501.39 tokens per second
35.18.861.305 I slot print_timing: id  0 | task 58309 | prompt processing, n_tokens =   8325, progress = 1.00, t =  16.66 s / 499.56 tokens per second
35.22.846.015 I slot print_timing: id  0 | task 58309 | n_gen =    100, tg =  28.26 t/s, tg_3s =  28.55 t/s
35.23.843.402 I slot print_timing: id  0 | task 58309 | prompt eval time =   17146.63 ms /  8329 tokens (    2.06 ms per token,   485.75 tokens per second)
35.23.843.405 I slot print_timing: id  0 | task 58309 |        eval time =    4500.32 ms /   128 tokens (   35.44 ms per token,    28.22 tokens per second)
35.23.843.405 I slot print_timing: id  0 | task 58309 |       total time =   21646.95 ms /  8457 tokens
35.23.843.406 I slot print_timing: id  0 | task 58309 |    graphs reused =      58093
35.23.843.554 I slot      release: id  0 | task 58309 | stop processing: n_tokens = 8456, truncated = 0
35.23.928.696 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238601798530
35.23.958.068 I slot launch_slot_: id  0 | task 58443 | processing task, is_child = 0
35.26.597.855 I slot print_timing: id  0 | task 58443 | prompt eval time =     611.81 ms /    71 tokens (    8.62 ms per token,   116.05 tokens per second)
35.26.597.858 I slot print_timing: id  0 | task 58443 |        eval time =    2027.95 ms /    65 tokens (   31.69 ms per token,    31.56 tokens per second)
35.26.597.858 I slot print_timing: id  0 | task 58443 |       total time =    2639.76 ms /   136 tokens
35.26.597.859 I slot print_timing: id  0 | task 58443 |    graphs reused =      58156
35.26.597.874 I slot      release: id  0 | task 58443 | stop processing: n_tokens = 135, truncated = 0
35.26.619.509 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.662 (> 0.100 thold), f_keep = 0.378
35.26.689.729 I slot launch_slot_: id  0 | task 58510 | processing task, is_child = 0
35.28.781.994 I slot print_timing: id  0 | task 58510 | prompt eval time =     622.48 ms /    77 tokens (    8.08 ms per token,   123.70 tokens per second)
35.28.781.997 I slot print_timing: id  0 | task 58510 |        eval time =    1469.77 ms /    47 tokens (   31.95 ms per token,    31.30 tokens per second)
35.28.781.998 I slot print_timing: id  0 | task 58510 |       total time =    2092.24 ms /   124 tokens
35.28.781.999 I slot print_timing: id  0 | task 58510 |    graphs reused =      58201
35.28.782.015 I slot      release: id  0 | task 58510 | stop processing: n_tokens = 123, truncated = 0
35.28.795.475 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.646 (> 0.100 thold), f_keep = 0.415
35.28.867.587 I slot launch_slot_: id  0 | task 58559 | processing task, is_child = 0
35.31.724.294 I slot print_timing: id  0 | task 58559 | prompt eval time =     637.32 ms /    79 tokens (    8.07 ms per token,   123.96 tokens per second)
35.31.724.297 I slot print_timing: id  0 | task 58559 |        eval time =    2219.36 ms /    71 tokens (   31.71 ms per token,    31.54 tokens per second)
35.31.724.298 I slot print_timing: id  0 | task 58559 |       total time =    2856.68 ms /   150 tokens
35.31.724.299 I slot print_timing: id  0 | task 58559 |    graphs reused =      58270
35.31.724.315 I slot      release: id  0 | task 58559 | stop processing: n_tokens = 149, truncated = 0
35.31.803.516 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.654 (> 0.100 thold), f_keep = 0.342
35.31.874.587 I slot launch_slot_: id  0 | task 58632 | processing task, is_child = 0
35.35.612.352 I slot print_timing: id  0 | task 58632 | n_gen =    100, tg =  31.75 t/s, tg_3s =  32.07 t/s
35.36.647.399 I slot print_timing: id  0 | task 58632 | prompt eval time =     619.92 ms /    78 tokens (    7.95 ms per token,   125.82 tokens per second)
35.36.647.401 I slot print_timing: id  0 | task 58632 |        eval time =    4152.87 ms /   133 tokens (   31.46 ms per token,    31.79 tokens per second)
35.36.647.402 I slot print_timing: id  0 | task 58632 |       total time =    4772.79 ms /   211 tokens
35.36.647.403 I slot print_timing: id  0 | task 58632 |    graphs reused =      58401
35.36.647.420 I slot      release: id  0 | task 58632 | stop processing: n_tokens = 210, truncated = 0
35.36.663.087 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.680 (> 0.100 thold), f_keep = 0.243
35.36.734.262 I slot launch_slot_: id  0 | task 58767 | processing task, is_child = 0
35.38.479.455 I slot print_timing: id  0 | task 58767 | prompt eval time =     621.45 ms /    75 tokens (    8.29 ms per token,   120.69 tokens per second)
35.38.479.458 I slot print_timing: id  0 | task 58767 |        eval time =    1123.72 ms /    36 tokens (   32.11 ms per token,    31.15 tokens per second)
35.38.479.459 I slot print_timing: id  0 | task 58767 |       total time =    1745.17 ms /   111 tokens
35.38.479.460 I slot print_timing: id  0 | task 58767 |    graphs reused =      58435
35.38.479.476 I slot      release: id  0 | task 58767 | stop processing: n_tokens = 110, truncated = 0
35.38.501.453 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.515 (> 0.100 thold), f_keep = 0.464
35.38.559.534 I slot launch_slot_: id  0 | task 58805 | processing task, is_child = 0
35.42.393.243 I slot print_timing: id  0 | task 58805 | n_gen =    100, tg =  31.64 t/s, tg_3s =  31.96 t/s
35.44.089.435 I slot print_timing: id  0 | task 58805 | prompt eval time =     704.83 ms /    99 tokens (    7.12 ms per token,   140.46 tokens per second)
35.44.089.437 I slot print_timing: id  0 | task 58805 |        eval time =    4825.05 ms /   154 tokens (   31.54 ms per token,    31.71 tokens per second)
35.44.089.438 I slot print_timing: id  0 | task 58805 |       total time =    5529.88 ms /   253 tokens
35.44.089.439 I slot print_timing: id  0 | task 58805 |    graphs reused =      58587
35.44.089.457 I slot      release: id  0 | task 58805 | stop processing: n_tokens = 252, truncated = 0
35.44.271.338 I srv    operator(): operator(): cleaning up before exit...
35.44.272.391 W ~llama_context:    Vulkan0 compute buffer size of 981.0000 MiB, does not match expectation of 654.0000 MiB
35.44.272.393 W ~llama_context: Vulkan_Host compute buffer size of 156.3048 MiB, does not match expectation of 104.2032 MiB
